loop_name,map50
tomato-yolo-loop1,0.1470981583123173
tomato-yolo-loop2,0.8004192993728587
tomato-yolo-loop3,0.8238627911210852
tomato-yolo-loop4,0.907962803774518
tomato-yolo-loop5,0.8969906689361096
tomato-yolo-loop6,0.9131713048222084
tomato-yolo-loop7,0.9339865650699292
tomato-yolo-loop8,0.9144784444361098
