loop_name,map50
tomato-yolo-loop1,0.2871215099177515
tomato-yolo-loop2,0.6114315241650654
tomato-yolo-loop3,0.8976602148525596
tomato-yolo-loop4,0.94656858110972
tomato-yolo-loop5,0.9650929784790826
tomato-yolo-loop6,0.9654276963202976
tomato-yolo-loop7,0.9667018932390402
